labels, tweets
0,acho que irei fica mais na minha
0,acho que irei na minha mãe
0,acho que mais tarde vou dar uma corrida
0,acho que meu amor vai vim aqui hoje
0,acho que minha dor de cabeça é de tanto pensar
0,acho que mudei até minha foto do e mail de tanta foto que tem
0,acho que nem a novela vou ver hoje só quero dormir e esperar o finde
0,acho que nunca entrei tanto no whats igual esses  dias
0,acho que nunca passei tao mal na minha vida como hojeno quesito ressaca
0,acho que não achei que eu ia chorar por coisas pessoas igual eu chorei hoje e ainda é  
0,acho que não vou ganhar nada de natal além de decepção que triste
0,acho que santos nunca foi tão longe
0,acho que se arrependimento matasse eu estaria morta feat enterrada desde domingo de manhã
0,acho que sou um pizzonatico
0,acho que só eu que não tenho uma foto com felipe
0,acho que só vou para desfile mesmo
0,acho que tenho cara de banco
0,acho que todo mundo deveria ter um amigo igual o lucas cara credo
0,acho que vai ser um bom investimento durante esse governo
0,acho que vou abrir mais mechas no meu cabelo e platinar ele todo
0,acho que vou alisar meu cabelo
0,acho que vou até dormir mais depois dessa
0,acho que vou até voltar para o cinematório
0,acho que vou botar um cano barulhento na minha moto cara
0,acho que vou colar na rave do jhon
0,acho que vou colocar meu tenis e correr um pouco para dar uma arejada na mente 
0,acho que vou cortar o cabelo
0,acho que vou cortar o cabelo de novo
0,acho que vou fingir demência e desligar a internet e me iludir achando que caiu o sinal
0,acho que vou lá em bangu amanhã
0,acho que vou na praia
0,acho que vou no hospital
0,acho que vou no ratos hoje ein ein
0,acho que vou para festinha hoje
0,acho que vou para o maracanã hoje
0,acho que vou para o rodízio hoje
0,acho que vou pôr trança
0,acho que vou sair esse final de semana
0,acho que vou ser revendedora de caneta preta tneho aproximadamente umas  caixas
0,acho que vou surfar daqui a pouco só vou esperar a maré encher
0,acho que vou taca o brancão no cabelo
0,acho que vou tatuar algo novo semana que vem  amo esse hobby só me falta dinheiro
0,acho que vou tirar um sono
0,acho que é a melhor coisa para comer de besteira quando se está de dieta não é
0,acho que é isso a vida é um eterno ir e vir
0,acho que é um sinal cara
0,acho tão bonitinho esse jeito da ester me chama de nica
0,acho tão chique quem desliga o celular sem se despedir que nem nos filmes depois de falar o que precisa
0,acho tão legal conversar com alguém por sms pena que eu não tenho ninguém para conversar por sms
0,acho um absurdo um macaquinho por  mas tão lindo
0,acho uma injustiça uma dama como eu estar em pé no ônibus
0,acho uma paradas amor engraçadas mas fazer o que
0,acklespaulaf cara ele é adestrado
0,acontece as coisa comigo desse a família toda cara
0,acontece com uma certa frequência 
0,aconteceu algo inesperado e minha nota no enem foi boa e agora eu não sei como proceder porque não esperava isso shshshs
0,aconteceu isso esses dias quem perde não sou eu
0,aconteceu o mesmo comigo no meu primeiro período a
0,acorda com um bom dia desse já melhorou tudo
0,acorda sem ressaca é muito bom
0,acordando cedo porém feliz ao som de outrória
0,acordando hoje depois do role dessa noite
0,acordar cedo e ir em bangu atoa
0,acordar com a clarice fazendo carinho no meu rosto não tem preço sem sacanagem
0,acordar com stories da anitta rindo sem parar é musica para os meus ouvidos a que anjo
0,acordar e ser comida é melhor ainda
0,acordar quase   num domingo chuvoso é lindo demais
0,acorde bem em ribeirão das neves
0,acordei   para vir à linhares e me encontro mais dormindo do que acordada nesse momento
0,acordei  e pouco por causa de ansiedade
0,acordei agora e parece que fui atropelado por um caminhão
0,acordei agora ia em sg cedo mas cade que eu acordei
0,acordei agora minha vó está lavando o banheiro e eu louca para fazer xixi
0,acordei agora não teve calor certo
0,acordei agora vou ir no barra paga uns bgl
0,acordei bem vou botar uma sofrencia e limpar a casa
0,acordei bonzinho graças a deus risos
0,acordei cadê o churrasco e o gelo quinzinho
0,acordei cantando com o dindo
0,acordei cedo ainda hoje e estou morto
0,acordei cedo lavei a louça e ja fiz cafe mais produtiva do que em dia de semama
0,acordei cedo no sábado mas em compensação fiz umas comprinhas 
0,acordei cedo para que sinceramente não sei risos
0,acordei cedo poderia ter ido na simone que ia está vazio e não fui sou muito otária mesmo
0,acordei cheia de dor no corpo
0,acordei cheio de saudade da minha gatinha
0,acordei com  mensagens de  pessoas diferentes querendo saber sobre o stories que postei
0,acordei com a fome no talo
0,acordei com a minha boca linda
0,acordei com aquela vontade de comprar um cachorrinho de uma vez
0,acordei com dinheiro encima do meu urso estou entendendo mais nada
0,acordei com maior vontade de está na praia abro o wpp meu colega de trabalho me manda uma foto na praia só matando
0,acordei com mais sono do que quando fui dormir
0,acordei com minha vizinha escutando tango no último volume hoje mato ela
0,acordei com muita dor de cabeça e acabei desmanchando as tranças
0,acordei com muita dor de cabeça e meu amor me deu remédio
0,acordei com muitas mensagem no cc acho que estou xonis que
0,acordei com o corpo mole parece até que enchi a cara ontem
0,acordei com o rímel todo borrado e sem um namorado
0,acordei com o sol me dando bom dia e fazendo juz da sua presença que dia que dia
0,acordei com salva me del vazio salva me de la escuridon na cabeça vírus do francilio porque me mataste
0,acordei com uma dor de dente tri chata está loco
0,acordei com uma dor nas costas chata afuu
0,acordei com uma mensagem da minha tia me chamando para sair hoje  ela é a melhor
0,acordei com uma saudade imensa de kayro
0,acordei com uma saudades gostosa da demi lovato
0,acordei com uma sensação tão estranha que medo
0,acordei com uma vontade de bolinho de chuva
0,acordei de manhã com áudios da lia
0,acordei dnv da onde eu tiro tanto cansaço
0,acordei e a nega estava chegando aqui melhor jeito de acordar
0,acordei e continuo na cama
0,acordei e está tudo girando porque que eu bebo mesmo hein
0,acordei e não tem ninguém em casacadê minha família
0,acordei estressada com fome e o povo aínda que me fazer de idiota
0,acordei fui passar de cueca pela sala tinha visita
0,acordei mais desanimada ainda vou tirar o dia para me sentir deprimida amanhã de volta às atividades normais de tentar agregar algo
0,acordei mas a vontade era dormir mais
0,acordei mas como levanta da cama
0,acordei meio borocoxo hoje 
0,acordei melhor que ontem afim de muitas coisas até de parar de falar com certas pessoas
0,acordei muito tarde hoje meu deus
0,acordei para comer e estou quase indo dormir de novo
0,acordei sem conseguir respirar vai ser um belo dia
0,acordei sentindo maior falta da minha vó  ano e  meses sem ela
0,acordei solteira de novo todo dia essa palhaçada
0,acordei tremendo muito mané está repreendido
0,acordei tão ruim hoje coração apertado
0,acordei vou almoçar e dormi de novo
0,acordei às hrs para sair às hrs mas no final vai ter que ser às hrs
0,acordo de ressaca já ansiosa para o dale de semana que vem
0,acreditando que é melhor encarar o que nos gera desconforto para seguirmos adiante
0,acreditar na nossa mudança é bom demais mas vê a nossa mudança é maravilhoso qualquer isso
0,acreoso voltei para nova cachorro
0,acusação é labuta do capeta
0,adailtonunes noossa uuahuauh muito tenso mesmo ia ficar roxo
0,adchaves está perdendo a aderência
0,addammgl verdade até por isso voce sabe que não sou de amaciar ego de ninguém
0,adelardo tudo maravilhoso e com voce
0,ademirau com dilma a diversão estará garantida
0,ademirforaglobo lilovlog por acaso essa é a lélis
0,adessacoelho é precavida quando tiver o relógio já tem uma pulseira extra
0,adiantar as coisas aqui no trabalho daqui a pouco brotar lá em misael
0,adilsonjoseferreiracorreia gmailcom em balneário camboriú
0,adiosbianca não estou entendendo isso aí será que ele não vai colocar
0,adivinha o que eu quero com voce
0,adivinha quem ainda não te esqueceu
0,adivinha quem está com amigdalite aguda
0,adivinha quem ganhou e não vai
0,adivinha quem perdeu mais kg não está sendo fácil porém eu estou adorando que as roupas tão tudo começando a sobrar
0,adivinhem que não vai na aula hoje eu mesmo porque estou cheio de coisa no serviço
0,adl é brabo que isso
0,admirem a beleza da friend
0,admiro a disposição que esses adolescentes têm de namorar no sol quente
0,admiro as pessoas que aturam meus áudios gritando
0,adoecer e não ter ninguém para te mimar é triste
0,adonai não está fedendo igual antes
0,adoradores da mancada o bonde não tem pena
0,adoro a música da ariana mas não esqueçam da original que é incrivelmente fofa imogen heap te amo desde the você
0,adoro conversar com o  no wppele responde rápido é muito bom
0,adoro essa cara de deboche do adriano apocalipse
0,adoro essa vida adoro essa vida
0,adoro fazer mala para viajar
0,adoro ficar irritando o gabriel cara
0,adoro os ensaios mamaebebe fazer retratos para a vida capturar os sentimentos
0,adoro quando vocês usam feminismo e rivalidade feminina quando a gente aponta privilégio de outras mulheres
0,adrenalina vai lá nos quintos
0,adrianoargolo celsoecon não vejo problema nenhum chamar haddad de andrade o preconceito sempre achará um motivo para se exercer vou de andrade 
0,adrianohidalgo ncarvalheira seu passado lhe condena
0,adriel ficou de vir almoçar aqui mas estou vendo que quando ele chegar vai ter só as panela mesmo
0,adriel ja editou a próxima foto que eu vou postar 
0,adrieleamara eu vou e com  também
0,adrielytees amo muito essa gostosa
0,adrieyteodors eu sou mais gato
0,adripinatti paulogyps erciliaamanda queijocomfritas fernand xicograziano lindberghfarias só piorou
0,adrosa é uma músicamas se tu não tivesse com o mesmo pensamento que tem na letra tu não teria postado
0,advinha o que eu quero com voce te namorar te conquistar
0,advocaciacriminal advocacia direitopenaladvogadocriminalista tribunaldojúri juri justiça tribunal criminal direitoprocessualpenal direitocriminal
0,advogalo wendelmarlon bom dia chorei tanto que os olhos estão inchados
0,aeroporto internacional de são paulo guarulhos gruairportsp in guarulhos são paulo  fccaprio
0,aevy já está até tarde cara
0,aewwflavio está namorando está namorando
0,afazenda ana paula ameaça sair do reality ô ana paula pelo amor tu fica aí nessa roça não me mata do coração não bonderenault
0,afeg georgmarques é fato o tal influencer significa tráfico de influência paga nada informa assedia a opinião pública isso é crime
0,afilhadinha de consideração que de chama meu tu é muito linda vou casar contigo muito meu neném
0,afim de comer um baião de dois
0,afrocalipse isso é muito real
0,afroditejm  ninguém bota a cara
0,afrofdp queria não correr o risco
0,afta é coisa do capiroto
0,afta é o terror da minha vida
0,aftermoonriver se era uma boa farmácia de manipulação está tudo bem
0,agabbis como queria conseguir fazer isso
0,agatha está bem rouca judiação acordei com a linda gritando aqui na janela
0,agenda o seu horário  
0,agende sua avaliação para bichectomia
0,agende sua visita e seus horários
0,agetransp superviatrens agetransp vocês já foram mais atuantes
0,agiuction eu sou administrador de uma que é fora da página oficial lá a gente posta as tracklist dos horários locais de campinas
0,agora a isa vai me ignorar o resto da vida
0,agora alias ainda estou chorando
0,agora aí é bom hein papaê
0,agora chegou o compartilhamento de patinete elétrico em  mobilidadeurbana patineteelectrico patinete tecnologia technologynews em
0,agora correr personalnilsonmeo em barueri brasil
0,agora deu frio na barriga
0,agora e só assistir o jogo da nigeria e ver a argentina sendo eliminada
0,agora ela está fazendo até estrogonofe cara
0,agora ele abraça o capeta se este existir claro
0,agora entendi o porque do meu sobrenome é errado
0,agora entendi porque meu trio não está batendo bem as três d tpm
0,agora entendi porque o cristiano ronaldo não foi ele já sabia que não iria ganhar
